
code	|	name	|	preferred name	|	lineage
1	|	Calothrix sp. PCC 7507	|	 	|	99598 2619626 1186 2661849 1161 1117 1798711 1783272 2 131567 
1	|	Calyptogena okutanii thioautotrophic gill symbiont	|	 	|	410330 32036 118884 1236 1224 2 131567 
1	|	Caminibacter mediatlanticus	|	 	|	291048 191301 224467 235899 29547 68525 1224 2 131567 
1	|	Campylobacter coli	|	 	|	195 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter concisus	|	 	|	199 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter corcagiensis	|	 	|	1448857 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter cuniculorum	|	 	|	374106 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter curvus	|	 	|	200 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter fetus	|	 	|	196 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter gracilis	|	 	|	824 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter helveticus	|	 	|	28898 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter hepaticus	|	 	|	1813019 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter hominis	|	 	|	76517 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter hyointestinalis	|	 	|	198 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter iguaniorum	|	 	|	1244531 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter insulaenigrae	|	 	|	260714 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter jejuni	|	 	|	197 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter lari	|	 	|	201 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter mucosalis	|	 	|	202 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter pinnipediorum	|	 	|	1965231 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter rectus	|	 	|	203 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter showae	|	 	|	204 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter sputorum	|	 	|	206 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter upsaliensis	|	 	|	28080 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter ureolyticus	|	 	|	827 194 72294 213849 29547 68525 1224 2 131567 
1	|	Campylobacter volucris	|	 	|	1031542 194 72294 213849 29547 68525 1224 2 131567 
1	|	Candidatus Accumulibacter phosphatis	|	 	|	327160 327159 119066 28216 1224 2 131567 
1	|	Candidatus Amoebophilus asiaticus	|	 	|	281120 281119 1501348 768507 768503 976 68336 1783270 2 131567 
1	|	Candidatus Atelocyanobacterium thalassa	|	 	|	713887 1453359 1890450 1118 1301283 1117 1798711 1783272 2 131567 
1	|	Candidatus Azobacteroides pseudotrichonymphae	|	 	|	511435 511434 333046 171549 200643 976 68336 1783270 2 131567 
1	|	Candidatus Baumannia cicadellinicola	|	 	|	186490 198346 118884 1236 1224 2 131567 
1	|	Candidatus Cloacimonas acidaminovorans	|	 	|	456827 456826 456828 1783270 2 131567 
1	|	Candidatus Hamiltonella defensa	|	 	|	138072 568987 146507 84563 191675 543 91347 1236 1224 2 131567 
1	|	Candidatus Kinetoplastibacterium blastocrithidii	|	 	|	233181 33055 119066 28216 1224 2 131567 
1	|	Candidatus Kinetoplastibacterium desouzaii	|	 	|	994692 33055 119066 28216 1224 2 131567 
1	|	Candidatus Koribacter versatilis	|	 	|	658062 658061 204434 204433 204432 57723 2 131567 
1	|	Candidatus Methanomassiliicoccus intestinalis	|	 	|	1406512 1080709 1577788 1235850 183967 2283796 2157 131567 
1	|	Candidatus Methanomethylophilus alvus	|	 	|	1291540 1291539 2517203 1235850 183967 2283796 2157 131567 
1	|	Candidatus Methylomirabilis oxyfera	|	 	|	671143 1170227 640293 1783234 2323 2 131567 
1	|	Candidatus Midichloria mitochondrii	|	 	|	234827 411566 1328881 766 28211 1224 2 131567 
1	|	Candidatus Moranella endobia	|	 	|	1048758 1048757 543 91347 1236 1224 2 131567 
1	|	Candidatus Mycoplasma haemolamae	|	 	|	141391 2093 2092 2085 31969 544448 1783272 2 131567 
1	|	Candidatus Nitrosopumilus sediminis	|	 	|	1229909 338191 338190 31932 651137 1783275 2157 131567 
1	|	Candidatus Nitrososphaera gargensis	|	 	|	497727 497726 1033997 1033996 1643678 651137 1783275 2157 131567 
1	|	Candidatus Pantoea carbekii	|	 	|	1235990 53335 1903409 91347 1236 1224 2 131567 
1	|	Candidatus Pelagibacter ubique	|	 	|	198252 198251 1655514 54526 28211 1224 2 131567 
1	|	Candidatus Phytoplasma australiense	|	 	|	59748 85632 33926 2146 186329 31969 544448 1783272 2 131567 
1	|	Candidatus Protochlamydia amoebophila	|	 	|	362787 282132 92713 1963360 204429 204428 1783257 2 131567 
1	|	Candidatus Puniceispirillum marinum	|	 	|	767892 767891 62654 82117 28211 1224 2 131567 
1	|	Candidatus Ruthia magnifica	|	 	|	386487 1541743 32036 118884 1236 1224 2 131567 
3	|	Candidatus Saccharibacteria bacterium RAAC3 TM7 1	|	 	|	 
1	|	Candidatus Solibacter usitatus	|	 	|	332163 332162 332161 332160 204432 57723 2 131567 
1	|	Candidatus Sulfuricurvum sp. RIFRC-1	|	 	|	1249480 286130 2771471 213849 29547 68525 1224 2 131567 
1	|	Candidatus Symbiobacter mobilis	|	 	|	1436290 1436289 80864 80840 28216 1224 2 131567 
1	|	Candidimonas bauzanensis	|	 	|	658167 1074468 506 80840 28216 1224 2 131567 
1	|	Candidimonas nitroreducens	|	 	|	683354 1074468 506 80840 28216 1224 2 131567 
1	|	Capnocytophaga canimorsus	|	 	|	28188 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Capnocytophaga canis	|	 	|	1848903 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Capnocytophaga cynodegmi	|	 	|	28189 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Capnocytophaga gingivalis	|	 	|	1017 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Capnocytophaga granulosa	|	 	|	45242 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Capnocytophaga haemolytica	|	 	|	45243 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Capnocytophaga ochracea	|	 	|	1018 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Capnocytophaga sputigena	|	 	|	1019 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Carboxydothermus hydrogenoformans	|	 	|	129958 129957 186814 68295 186801 1239 1783272 2 131567 
1	|	Carboxydothermus pertinax	|	 	|	870242 129957 186814 68295 186801 1239 1783272 2 131567 
1	|	Cardiobacterium hominis	|	 	|	2718 2717 868 135615 1236 1224 2 131567 
1	|	Cardiobacterium valvarum	|	 	|	194702 2717 868 135615 1236 1224 2 131567 
1	|	Carnimonas nigrificans	|	 	|	64323 64322 28256 135619 1236 1224 2 131567 
1	|	Carnobacterium alterfunditum	|	 	|	28230 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium divergens	|	 	|	2748 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium funditum	|	 	|	2752 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium gallinarum	|	 	|	2749 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium iners	|	 	|	1073423 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium inhibens	|	 	|	147709 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium jeotgali	|	 	|	545534 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium maltaromaticum	|	 	|	2751 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium mobile	|	 	|	2750 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium pleistocenium	|	 	|	181073 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium sp. 17-4	|	 	|	208596 257487 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Carnobacterium viridans	|	 	|	174587 2747 186828 186826 91061 1239 1783272 2 131567 
1	|	Caryophanon latum	|	 	|	33977 33976 186818 1385 91061 1239 1783272 2 131567 
1	|	Caryophanon tenue	|	 	|	33978 33976 186818 1385 91061 1239 1783272 2 131567 
1	|	Castellaniella caeni	|	 	|	266123 359336 506 80840 28216 1224 2 131567 
1	|	Castellaniella defragrans	|	 	|	75697 359336 506 80840 28216 1224 2 131567 
1	|	Catabacter hongkongensis	|	 	|	270498 270497 424536 186802 186801 1239 1783272 2 131567 
1	|	Catalinimonas alkaloidigena	|	 	|	1075417 1522128 1522127 768507 768503 976 68336 1783270 2 131567 
1	|	Catellicoccus marimammalium	|	 	|	300419 300418 81852 186826 91061 1239 1783272 2 131567 
1	|	Catelliglobosispora koreensis	|	 	|	129052 1121253 28056 85008 1760 201174 1783272 2 131567 
1	|	Catenibacterium mitsuokai	|	 	|	100886 135858 2810280 526525 526524 1239 1783272 2 131567 
1	|	Catenovulum agarivorans	|	 	|	1172192 1172191 72275 135622 1236 1224 2 131567 
1	|	Catenovulum maritimum	|	 	|	1513271 1172191 72275 135622 1236 1224 2 131567 
1	|	Catenulispora acidiphila	|	 	|	304895 414878 414877 414714 1760 201174 1783272 2 131567 
1	|	Catenuloplanes japonicus	|	 	|	33876 33874 28056 85008 1760 201174 1783272 2 131567 
1	|	Catonella morbi	|	 	|	43997 43996 186803 186802 186801 1239 1783272 2 131567 
1	|	Caulobacter henricii	|	 	|	69395 75 76892 204458 28211 1224 2 131567 
1	|	Caulobacter segnis	|	 	|	88688 75 76892 204458 28211 1224 2 131567 
1	|	Caulobacter sp. K31	|	 	|	366602 2648921 75 76892 204458 28211 1224 2 131567 
1	|	Caulobacter vibrioides	|	 	|	155892 75 76892 204458 28211 1224 2 131567 
1	|	Caviibacter abscessus	|	 	|	1766719 1792239 1129771 203491 203490 32066 2 131567 
1	|	Cecembia lonarensis	|	 	|	645110 1187078 563798 768507 768503 976 68336 1783270 2 131567 
1	|	Cedecea davisae	|	 	|	158484 158483 543 91347 1236 1224 2 131567 
1	|	Cedecea lapagei	|	 	|	158823 158483 543 91347 1236 1224 2 131567 
1	|	Cedecea neteri	|	 	|	158822 158483 543 91347 1236 1224 2 131567 
1	|	Celeribacter baekdonensis	|	 	|	875171 875170 31989 204455 28211 1224 2 131567 
1	|	Celeribacter ethanolicus	|	 	|	1758178 875170 31989 204455 28211 1224 2 131567 
1	|	Celeribacter halophilus	|	 	|	576117 875170 31989 204455 28211 1224 2 131567 
1	|	Celeribacter indicus	|	 	|	1208324 875170 31989 204455 28211 1224 2 131567 
1	|	Celeribacter marinus	|	 	|	1397108 875170 31989 204455 28211 1224 2 131567 
1	|	Celeribacter neptunius	|	 	|	588602 875170 31989 204455 28211 1224 2 131567 
1	|	Cellulomonas bogoriensis	|	 	|	301388 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas carbonis	|	 	|	1386092 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas cellasea	|	 	|	43670 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas fimi	|	 	|	1708 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas flavigena	|	 	|	1711 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas gilvus	|	 	|	11 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas iranensis	|	 	|	76862 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas marina	|	 	|	988821 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulomonas massiliensis	|	 	|	1465811 1707 85016 85006 1760 201174 1783272 2 131567 
1	|	Cellulophaga algicola	|	 	|	59600 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Cellulophaga baltica	|	 	|	76594 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Cellulophaga fucicola	|	 	|	76595 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Cellulophaga lytica	|	 	|	979 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Cellulophaga tyrosinoxydans	|	 	|	504486 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	Cellulosilyticum lentocellum	|	 	|	29360 698776 186803 186802 186801 1239 1783272 2 131567 
1	|	Cellulosilyticum ruminicola	|	 	|	425254 698776 186803 186802 186801 1239 1783272 2 131567 
1	|	Cellulosimicrobium cellulans	|	 	|	1710 157920 85017 85006 1760 201174 1783272 2 131567 
1	|	Cellvibrio japonicus	|	 	|	155077 10 1706371 1706369 1236 1224 2 131567 
1	|	Cellvibrio mixtus	|	 	|	39650 10 1706371 1706369 1236 1224 2 131567 
1	|	Cenarchaeum symbiosum	|	 	|	46770 46769 205957 205948 651137 1783275 2157 131567 
1	|	Centipeda periodontii	|	 	|	82203 82202 1843491 909929 909932 1239 1783272 2 131567 
1	|	Cephaloticoccus capnophilus	|	 	|	1548208 1849551 134623 415000 414999 74201 1783257 2 131567 
1	|	Cephaloticoccus primus	|	 	|	1548207 1849551 134623 415000 414999 74201 1783257 2 131567 
1	|	Cesiribacter andamanensis	|	 	|	649507 1133570 2762276 768507 768503 976 68336 1783270 2 131567 
1	|	Cetobacterium ceti	|	 	|	180163 180162 203492 203491 203490 32066 2 131567 
1	|	Cetobacterium somerae	|	 	|	188913 180162 203492 203491 203490 32066 2 131567 
1	|	Chamaesiphon minutus	|	 	|	1173032 217161 1890431 1890424 1117 1798711 1783272 2 131567 
1	|	Chelativorans sp. BNC1	|	 	|	266779 2643807 449972 69277 356 28211 1224 2 131567 
1	|	Chelatococcus sambhunathii	|	 	|	363953 28209 2036754 356 28211 1224 2 131567 
1	|	Chelonobacter oris	|	 	|	505317 658623 712 135625 1236 1224 2 131567 
1	|	Chishuiella changwenlii	|	 	|	1434701 1572663 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chitinibacter tainanensis	|	 	|	230667 230666 1499392 206351 28216 1224 2 131567 
1	|	Chitinilyticum aquatile	|	 	|	362520 551208 1499392 206351 28216 1224 2 131567 
1	|	Chitinilyticum litopenaei	|	 	|	1121276 551208 1499392 206351 28216 1224 2 131567 
1	|	Chitinimonas koreensis	|	 	|	356302 240411 119060 80840 28216 1224 2 131567 
1	|	Chitinimonas taiwanensis	|	 	|	240412 240411 119060 80840 28216 1224 2 131567 
1	|	Chitiniphilus shinanonensis	|	 	|	553088 585890 1499392 206351 28216 1224 2 131567 
1	|	Chitinophaga arvensicola	|	 	|	29529 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga costaii	|	 	|	1335309 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga eiseniae	|	 	|	634771 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga filiformis	|	 	|	104663 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga jiangningensis	|	 	|	1419482 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga niabensis	|	 	|	536979 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga pinensis	|	 	|	79329 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga rupis	|	 	|	573321 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga sancti	|	 	|	1004 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chitinophaga terrae Kim and Jung 2007	|	 	|	408074 79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	Chlamydia abortus	|	 	|	83555 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia avium	|	 	|	1457141 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia caviae	|	 	|	83557 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia felis	|	 	|	83556 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia gallinacea	|	 	|	1457153 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia ibidis	|	 	|	1405396 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia muridarum	|	 	|	83560 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia pecorum	|	 	|	85991 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia pneumoniae	|	 	|	83558 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia psittaci	|	 	|	83554 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia suis	|	 	|	83559 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chlamydia trachomatis	|	 	|	813 810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	Chloracidobacterium thermophilum	|	 	|	458033 458032 1562566 57723 2 131567 
1	|	Chlorobaculum limnaeum	|	 	|	274537 256319 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chlorobaculum parvum	|	 	|	274539 256319 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chlorobaculum tepidum	|	 	|	1097 256319 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chlorobium chlorochromatii	|	 	|	337090 1091 274493 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chlorobium ferrooxidans	|	 	|	84205 1091 274493 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chlorobium limicola	|	 	|	1092 1091 274493 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chlorobium phaeobacteroides	|	 	|	1096 1091 274493 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chlorobium phaeovibrioides	|	 	|	1094 1091 274493 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chloroflexus aggregans	|	 	|	152260 1107 1106 1508594 32064 32061 200795 1783272 2 131567 
1	|	Chloroflexus aurantiacus	|	 	|	1108 1107 1106 1508594 32064 32061 200795 1783272 2 131567 
1	|	Chloroflexus islandicus	|	 	|	1707952 1107 1106 1508594 32064 32061 200795 1783272 2 131567 
1	|	Chlorogloeopsis fritschii	|	 	|	1124 1123 1892261 1161 1117 1798711 1783272 2 131567 
1	|	Chloroherpeton thalassium	|	 	|	100716 100715 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	Chondromyces apiculatus	|	 	|	51 50 49 80812 29 28221 68525 1224 2 131567 
1	|	Chondromyces crocatus	|	 	|	52 50 49 80812 29 28221 68525 1224 2 131567 
1	|	Christensenella massiliensis	|	 	|	1805714 990721 990719 186802 186801 1239 1783272 2 131567 
1	|	Christensenella minuta	|	 	|	626937 990721 990719 186802 186801 1239 1783272 2 131567 
1	|	Christensenella timonensis	|	 	|	1816678 990721 990719 186802 186801 1239 1783272 2 131567 
1	|	Chromobacterium amazonense	|	 	|	1382803 535 90153 1499392 206351 28216 1224 2 131567 
1	|	Chromobacterium haemolyticum	|	 	|	394935 535 90153 1499392 206351 28216 1224 2 131567 
1	|	Chromobacterium subtsugae	|	 	|	251747 535 90153 1499392 206351 28216 1224 2 131567 
1	|	Chromobacterium violaceum	|	 	|	536 535 90153 1499392 206351 28216 1224 2 131567 
1	|	Chromohalobacter japonicus	|	 	|	223900 42054 28256 135619 1236 1224 2 131567 
1	|	Chromohalobacter salexigens	|	 	|	158080 42054 28256 135619 1236 1224 2 131567 
1	|	Chroococcidiopsis thermalis	|	 	|	54299 54298 1890528 1890505 1117 1798711 1783272 2 131567 
1	|	Chroogloeocystis siderophila	|	 	|	329163 329162 1890464 1118 1301283 1117 1798711 1783272 2 131567 
1	|	Chryseobacterium angstadtii	|	 	|	558151 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium antarcticum	|	 	|	266748 2782231 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium aquaticum	|	 	|	452084 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium arachidis	|	 	|	1416778 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium bovis	|	 	|	421530 2782229 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium caeni	|	 	|	365343 2782229 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium chaponense	|	 	|	713588 2782231 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium daeguense	|	 	|	412438 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium formosense	|	 	|	236814 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium frigidisoli	|	 	|	1125876 2782207 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium gleum	|	 	|	250 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium gregarium	|	 	|	456299 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium haifense	|	 	|	421525 2782231 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium halperniae	|	 	|	421072 2782229 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium hispalense	|	 	|	1453492 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium hominis	|	 	|	420404 2782229 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium indologenes	|	 	|	253 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium koreense	|	 	|	232216 2782231 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium molle	|	 	|	216903 2782229 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium oranimense	|	 	|	421058 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium palustre	|	 	|	493376 2782231 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium piperi	|	 	|	558152 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium piscicola	|	 	|	551459 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium polytrichastri	|	 	|	1302687 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium scophthalmum	|	 	|	59733 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium soldanellicola	|	 	|	311333 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium soli	|	 	|	445961 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium solincola	|	 	|	510955 2782231 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium taihuense	|	 	|	1141221 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium vrystaatense	|	 	|	307480 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium wanjuense	|	 	|	356305 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseobacterium zeae	|	 	|	1416779 2782229 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Chryseolinea serpens	|	 	|	947013 1433993 2762286 768507 768503 976 68336 1783270 2 131567 
1	|	Chrysiogenes arsenatis	|	 	|	309797 118004 189770 189769 118001 200938 2 131567 
1	|	Chthoniobacter flavus	|	 	|	191863 295577 1836792 1836787 134549 74201 1783257 2 131567 
1	|	Chthonomonas calidirosea	|	 	|	454171 1077265 1077264 1077263 1077257 67819 1783272 2 131567 
1	|	Citreimonas salinaria	|	 	|	321339 608658 31989 204455 28211 1224 2 131567 
1	|	Citrobacter amalonaticus	|	 	|	35703 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter braakii	|	 	|	57706 1344959 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter farmeri	|	 	|	67824 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter freundii	|	 	|	546 1344959 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter koseri	|	 	|	545 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter rodentium	|	 	|	67825 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter sedlakii	|	 	|	67826 1344959 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter werkmanii	|	 	|	67827 1344959 544 543 91347 1236 1224 2 131567 
1	|	Citrobacter youngae	|	 	|	133448 1344959 544 543 91347 1236 1224 2 131567 
1	|	Citromicrobium bathyomarinum	|	 	|	72174 72173 41297 204457 28211 1224 2 131567 
1	|	Clavibacter michiganensis	|	 	|	28447 1573 85023 85006 1760 201174 1783272 2 131567 
1	|	Cloacibacillus evryensis	|	 	|	508460 508459 649777 649776 649775 508458 2 131567 
1	|	Cloacibacillus porcorum	|	 	|	1197717 508459 649777 649776 649775 508458 2 131567 
1	|	Cloacibacterium normanense	|	 	|	237258 501783 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	Clostridiales bacterium	|	 	|	1898207 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium KA00134	|	 	|	1588750 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium KA00274	|	 	|	1497955 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium KLE1615	|	 	|	1715004 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium oral taxon 876	|	 	|	1321777 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium S5-A14a	|	 	|	1230734 1284678 543314 538999 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-01	|	 	|	1232438 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-03	|	 	|	1232439 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-06	|	 	|	1232442 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-07	|	 	|	1232448 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-09	|	 	|	1232447 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-13	|	 	|	1232443 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-14	|	 	|	1232452 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-15	|	 	|	1232444 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-18	|	 	|	1232446 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-21	|	 	|	1232453 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-26	|	 	|	1232454 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-27	|	 	|	1232457 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiales bacterium VE202-28	|	 	|	1232460 39779 186802 186801 1239 1783272 2 131567 
1	|	Clostridiisalibacter paucivorans	|	 	|	408753 516086 31979 186802 186801 1239 1783272 2 131567 
1	|	Clostridioides difficile	|	 	|	1496 1870884 186804 186802 186801 1239 1783272 2 131567 
1	|	Clostridioides mangenotii	|	 	|	1540 1870884 186804 186802 186801 1239 1783272 2 131567 
1	|	Clostridium aceticum	|	 	|	84022 1485 31979 186802 186801 1239 1783272 2 131567 
1	|	Clostridium acetireducens	|	 	|	76489 1485 31979 186802 186801 1239 1783272 2 131567 
